New_LN_FN,LastName,FirstName,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score
WEVERS LIEKE,WEVERS,Lieke,w,NED,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",BB,23.0,5.4,7.966,0.0,13.366
WEVERS LIEKE,WEVERS,Lieke,w,NED,2021-07-25,Olympic Games,qual,"Tokyo, Japan",BB,23.0,5.4,7.966,0.0,13.366
WEVERS LIEKE,WEVERS,Lieke,w,NED,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",BB,,5.4,7.966,0.0,13.366
WEVERS LIEKE,WEVERS,Lieke,w,NED,2021-07-29,Olympic Games,AAfinal,"Tokyo, Japan",FX,24.0,5.2,6.866,0.0,12.066
WEVERS LIEKE,WEVERS,Lieke,w,NED,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",FX,35.0,4.7,8.166,0.0,12.866
WEVERS LIEKE,WEVERS,Lieke,w,NED,2021-07-25,Olympic Games,qual,"Tokyo, Japan",FX,35.0,4.7,8.166,0.0,12.866
WEVERS LIEKE,WEVERS,Lieke,w,NED,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",FX,,4.7,8.166,0.0,12.866
WEVERS LIEKE,WEVERS,Lieke,w,NED,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",UB,,5.4,8.133,0.0,13.533
WEVERS LIEKE,WEVERS,Lieke,w,NED,2021-07-29,Olympic Games,AAfinal,"Tokyo, Japan",UE,16.0,5.1,8.266,0.0,13.366
WEVERS LIEKE,WEVERS,Lieke,w,NED,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",UE,34.0,5.4,8.133,0.0,13.533
WEVERS LIEKE,WEVERS,Lieke,w,NED,2021-07-25,Olympic Games,qual,"Tokyo, Japan",UE,34.0,5.4,8.133,0.0,13.533
WEVERS LIEKE,WEVERS,Lieke,w,NED,2021-07-29,Olympic Games,AAfinal,"Tokyo, Japan",VT,24.0,4.6,8.966,0.3,13.266
WEVERS LIEKE,WEVERS,Lieke,w,NED,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",VT,49.0,4.6,9.0,0.0,13.6
WEVERS LIEKE,WEVERS,Lieke,w,NED,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",VT,,4.6,9.0,0.0,13.6
WEVERS SANNE,WEVERS,Sanne,w,NED,2021-07-25,Olympic Games,qual,"Tokyo, Japan",BB,14.0,5.8,8.066,0.0,13.866
WEVERS SANNE,WEVERS,Sanne,w,NED,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",BB,,5.8,8.066,0.0,13.866
WEVERS SANNE,WEVERS,Sanne,w,NED,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",UB,,5.1,6.633,0.0,11.733
WEVERS SANNE,WEVERS,Sanne,w,NED,2021-07-25,Olympic Games,qual,"Tokyo, Japan",UE,69.0,5.1,6.633,0.0,11.733
WHITEHEAD EMILY,WHITEHEAD,Emily,w,AUS,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",BB,45.0,5.0,7.666,0.0,12.666
WHITEHEAD EMILY,WHITEHEAD,Emily,w,AUS,2021-07-25,Olympic Games,qual,"Tokyo, Japan",BB,45.0,5.0,7.666,0.0,12.666
WHITEHEAD EMILY,WHITEHEAD,Emily,w,AUS,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",FX,52.0,4.8,7.766,0.0,12.566
WHITEHEAD EMILY,WHITEHEAD,Emily,w,AUS,2021-07-25,Olympic Games,qual,"Tokyo, Japan",FX,52.0,4.8,7.766,0.0,12.566
WHITEHEAD EMILY,WHITEHEAD,Emily,w,AUS,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",UE,43.0,5.0,8.066,0.0,13.066
WHITEHEAD EMILY,WHITEHEAD,Emily,w,AUS,2021-07-25,Olympic Games,qual,"Tokyo, Japan",UE,43.0,5.0,8.066,0.0,13.066
WHITEHEAD EMILY,WHITEHEAD,Emily,w,AUS,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",VT,40.0,5.0,9.0,0.0,14.0
YEO SEOJEONG,YEO,Seojeong,w,KOR,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",BB,87.0,5.4,5.183,0.0,10.583
YEO SEOJEONG,YEO,Seojeong,w,KOR,2021-07-25,Olympic Games,qual,"Tokyo, Japan",BB,87.0,5.4,5.183,0.0,10.5
YEO SEOJEONG,YEO,Seojeong,w,KOR,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",FX,54.0,5.3,7.266,0.0,12.566
YEO SEOJEONG,YEO,Seojeong,w,KOR,2021-07-25,Olympic Games,qual,"Tokyo, Japan",FX,54.0,5.3,7.266,0.0,12.566
YEO SEOJEONG,YEO,Seojeong,w,KOR,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",UE,61.0,5.0,7.5,0.0,12.5
YEO SEOJEONG,YEO,Seojeong,w,KOR,2021-07-25,Olympic Games,qual,"Tokyo, Japan",UE,61.0,5.0,7.5,0.0,12.5
YEO SEOJEONG,YEO,Seojeong,w,KOR,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",VT,3.0,5.8,9.2,0.0,15.0
YEO SEOJEONG,YEO,Seojeong,w,KOR,2021-07-25,Olympic Games,qual,"Tokyo, Japan",VT1,5.0,5.8,9.2,0.0,15.0
YEO SEOJEONG,YEO,Seojeong,w,KOR,2021-08-01,Olympic Games,final,"Tokyo, Japan",VT1,3.0,6.2,9.133,0.0,15.333
YEO SEOJEONG,YEO,Seojeong,w,KOR,2021-07-25,Olympic Games,qual,"Tokyo, Japan",VT2,5.0,5.4,9.2,0.0,14.6
YEO SEOJEONG,YEO,Seojeong,w,KOR,2021-08-01,Olympic Games,final,"Tokyo, Japan",VT2,3.0,5.4,8.733,0.0,14.133
ZHANG JIN,ZHANG,Jin,w,CHN,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",BB,10.0,6.0,7.966,0.0,13.966
ZHANG JIN,ZHANG,Jin,w,CHN,2021-07-25,Olympic Games,qual,"Tokyo, Japan",BB,10.0,6.0,7.966,0.0,13.966
ZHANG JIN,ZHANG,Jin,w,CHN,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",BB,,6.0,7.966,0.0,13.966
ZHANG JIN,ZHANG,Jin,w,CHN,2021-08-01,Olympic Games,TeamFinal,"Tokyo, Japan",BB,,6.1,7.8,0.0,13.9
ZHANG JIN,ZHANG,Jin,w,CHN,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",FX,17.0,5.3,8.133,0.0,13.433
ZHANG JIN,ZHANG,Jin,w,CHN,2021-07-25,Olympic Games,qual,"Tokyo, Japan",FX,17.0,5.3,8.133,0.1,13.433
ZHANG JIN,ZHANG,Jin,w,CHN,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",FX,,5.3,8.133,0.0,13.433
ZHANG JIN,ZHANG,Jin,w,CHN,2021-08-01,Olympic Games,TeamFinal,"Tokyo, Japan",FX,,5.3,7.833,0.0,13.133
ZHANG JIN,ZHANG,Jin,w,CHN,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",UB,,5.0,8.1,0.0,13.1
ZHANG JIN,ZHANG,Jin,w,CHN,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",UE,42.0,5.0,8.1,0.0,13.1
ZHANG JIN,ZHANG,Jin,w,CHN,2021-07-25,Olympic Games,qual,"Tokyo, Japan",UE,42.0,5.0,8.1,0.0,13.1
ZHANG JIN,ZHANG,Jin,w,CHN,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",VT,23.0,5.6,8.833,0.0,14.433
ZHANG JIN,ZHANG,Jin,w,CHN,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",VT,,5.6,8.833,0.0,14.433
ZHANG JIN,ZHANG,Jin,w,CHN,2021-08-01,Olympic Games,TeamFinal,"Tokyo, Japan",VT,,5.6,8.566,0.1,14.066
DE JESUS,de,JESUS,w,FRA,2021-07-29,Olympic Games,AAfinal,"Tokyo, Japan",BB,18.0,5.2,6.966,0.0,12.166
DE JESUS,de,JESUS,w,FRA,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",BB,26.0,5.3,7.933,0.0,13.233
DE JESUS,de,JESUS,w,FRA,2021-07-29,Olympic Games,AAfinal,"Tokyo, Japan",FX,12.0,5.6,7.733,0.0,13.333
DE JESUS,de,JESUS,w,FRA,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",FX,25.0,5.4,8.066,0.3,13.166
DE JESUS,de,JESUS,w,FRA,2021-07-29,Olympic Games,AAfinal,"Tokyo, Japan",UE,10.0,6.3,7.533,0.0,13.833
DE JESUS,de,JESUS,w,FRA,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",UE,11.0,6.4,8.166,0.0,14.566
DE JESUS,de,JESUS,w,FRA,2021-07-29,Olympic Games,AAfinal,"Tokyo, Japan",VT,13.0,5.4,8.966,0.0,14.366
DE JESUS,de,JESUS,w,FRA,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",VT,19.0,5.4,9.166,0.1,14.466
VAN POL,van,POL,w,NED,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",BB,75.0,4.7,6.9,0.0,11.6
VAN POL,van,POL,w,NED,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",FX,33.0,4.9,8.0,0.0,12.9
VAN POL,van,POL,w,NED,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",UE,41.0,5.3,7.833,0.0,13.133
VAN POL,van,POL,w,NED,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",VT,38.0,5.0,9.1,0.0,14.1
HASHIMOTO DAIKI,HASHIMOTO,Daiki,m,JPN,2021-07-28,Olympic Games,final,"Tokyo, Japan",FX,2.0,6.2,8.633,0.0,14.833
HASHIMOTO DAIKI,HASHIMOTO,Daiki,m,JPN,2021-07-28,Olympic Games,final,"Tokyo, Japan",PH,1.0,6.5,8.666,0.0,15.166
HASHIMOTO DAIKI,HASHIMOTO,Daiki,m,JPN,2021-07-28,Olympic Games,final,"Tokyo, Japan",SR,12.0,5.3,8.233,0.0,13.533
HASHIMOTO DAIKI,HASHIMOTO,Daiki,m,JPN,2021-07-28,Olympic Games,final,"Tokyo, Japan",VT,4.0,5.6,9.2,-0.1,14.7
HASHIMOTO DAIKI,HASHIMOTO,Daiki,m,JPN,2021-07-28,Olympic Games,final,"Tokyo, Japan",PB,4.0,6.2,9.1,0.0,15.3
HASHIMOTO DAIKI,HASHIMOTO,Daiki,m,JPN,2021-07-28,Olympic Games,final,"Tokyo, Japan",HB,1.0,6.5,8.433,0.0,14.933
XIAO RUOTENG,XIAO,Ruoteng,m,CHN,2021-07-28,Olympic Games,final,"Tokyo, Japan",FX,3.0,6.2,8.5,0.0,14.7
XIAO RUOTENG,XIAO,Ruoteng,m,CHN,2021-07-28,Olympic Games,final,"Tokyo, Japan",PH,3.0,6.1,8.6,0.0,14.7
XIAO RUOTENG,XIAO,Ruoteng,m,CHN,2021-07-28,Olympic Games,final,"Tokyo, Japan",SR,3.0,6.0,8.533,0.0,14.533
XIAO RUOTENG,XIAO,Ruoteng,m,CHN,2021-07-28,Olympic Games,final,"Tokyo, Japan",VT,4.0,5.6,9.2,-0.1,14.7
XIAO RUOTENG,XIAO,Ruoteng,m,CHN,2021-07-28,Olympic Games,final,"Tokyo, Japan",PB,3.0,6.4,8.966,0.0,15.366
XIAO RUOTENG,XIAO,Ruoteng,m,CHN,2021-07-28,Olympic Games,final,"Tokyo, Japan",HB,9.0,6.0,8.366,-0.3,14.066
NAGORNYY NIKITA,NAGORNYY,Nikita,m,ROC,2021-07-28,Olympic Games,final,"Tokyo, Japan",FX,7.0,6.2,8.433,-0.2,14.433
NAGORNYY NIKITA,NAGORNYY,Nikita,m,ROC,2021-07-28,Olympic Games,final,"Tokyo, Japan",PH,5.0,6.1,8.166,0.0,14.266
NAGORNYY NIKITA,NAGORNYY,Nikita,m,ROC,2021-07-28,Olympic Games,final,"Tokyo, Japan",SR,1.0,6.0,8.666,0.0,14.666
NAGORNYY NIKITA,NAGORNYY,Nikita,m,ROC,2021-07-28,Olympic Games,final,"Tokyo, Japan",VT,2.0,5.6,9.3,0.0,14.9
NAGORNYY NIKITA,NAGORNYY,Nikita,m,ROC,2021-07-28,Olympic Games,final,"Tokyo, Japan",PB,1.0,6.4,9.0,0.0,15.4
NAGORNYY NIKITA,NAGORNYY,Nikita,m,ROC,2021-07-28,Olympic Games,final,"Tokyo, Japan",HB,7.0,6.0,8.366,0.0,14.366
SUN WEI,SUN,Wei,m,CHN,2021-07-28,Olympic Games,final,"Tokyo, Japan",FX,5.0,6.0,8.5,0.0,14.5
SUN WEI,SUN,Wei,m,CHN,2021-07-28,Olympic Games,final,"Tokyo, Japan",PH,2.0,6.3,8.666,0.0,14.966
SUN WEI,SUN,Wei,m,CHN,2021-07-28,Olympic Games,final,"Tokyo, Japan",SR,7.0,5.9,8.166,0.0,14.066
SUN WEI,SUN,Wei,m,CHN,2021-07-28,Olympic Games,final,"Tokyo, Japan",VT,2.0,5.6,9.3,0.0,14.9
SUN WEI,SUN,Wei,m,CHN,2021-07-28,Olympic Games,final,"Tokyo, Japan",PB,9.0,6.5,8.466,0.0,14.966
SUN WEI,SUN,Wei,m,CHN,2021-07-28,Olympic Games,final,"Tokyo, Japan",HB,4.0,6.2,8.2,0.0,14.4
KITAZONO TAKERU,KITAZONO,Takeru,m,JPN,2021-07-28,Olympic Games,final,"Tokyo, Japan",FX,4.0,6.2,8.366,0.0,14.566
KITAZONO TAKERU,KITAZONO,Takeru,m,JPN,2021-07-28,Olympic Games,final,"Tokyo, Japan",PH,4.0,6.0,8.5,0.0,14.5
KITAZONO TAKERU,KITAZONO,Takeru,m,JPN,2021-07-28,Olympic Games,final,"Tokyo, Japan",SR,14.0,4.5,9.0,0.0,13.5
KITAZONO TAKERU,KITAZONO,Takeru,m,JPN,2021-07-28,Olympic Games,final,"Tokyo, Japan",VT,6.0,5.6,9.066,0.0,14.666
KITAZONO TAKERU,KITAZONO,Takeru,m,JPN,2021-07-28,Olympic Games,final,"Tokyo, Japan",PB,6.0,6.3,8.766,0.0,15.066
KITAZONO TAKERU,KITAZONO,Takeru,m,JPN,2021-07-28,Olympic Games,final,"Tokyo, Japan",HB,3.0,5.9,8.5,0.0,14.4
DALALOYAN ARTUR,DALALOYAN,Artur,m,ROC,2021-07-28,Olympic Games,final,"Tokyo, Japan",FX,16.0,5.7,8.45,-0.1,14.05
DALALOYAN ARTUR,DALALOYAN,Artur,m,ROC,2021-07-28,Olympic Games,final,"Tokyo, Japan",PH,8.0,5.8,8.1,0.0,13.9
DALALOYAN ARTUR,DALALOYAN,Artur,m,ROC,2021-07-28,Olympic Games,final,"Tokyo, Japan",SR,1.0,6.0,8.666,0.0,14.666
DALALOYAN ARTUR,DALALOYAN,Artur,m,ROC,2021-07-28,Olympic Games,final,"Tokyo, Japan",VT,8.0,5.6,8.866,0.0,14.466
DALALOYAN ARTUR,DALALOYAN,Artur,m,ROC,2021-07-28,Olympic Games,final,"Tokyo, Japan",PB,7.0,6.4,8.633,0.0,15.033
DALALOYAN ARTUR,DALALOYAN,Artur,m,ROC,2021-07-28,Olympic Games,final,"Tokyo, Japan",HB,8.0,5.7,8.433,0.0,14.133
TANG CHIA HUNG,TANG,Chia-Hung,m,TPE,2021-07-28,Olympic Games,final,"Tokyo, Japan",FX,9.0,5.4,8.966,0.0,14.366
TANG CHIA HUNG,TANG,Chia-Hung,m,TPE,2021-07-28,Olympic Games,final,"Tokyo, Japan",PH,15.0,4.7,8.633,0.0,13.333
TANG CHIA HUNG,TANG,Chia-Hung,m,TPE,2021-07-28,Olympic Games,final,"Tokyo, Japan",SR,6.0,5.5,8.6,0.0,14.1
TANG CHIA HUNG,TANG,Chia-Hung,m,TPE,2021-07-28,Olympic Games,final,"Tokyo, Japan",VT,9.0,5.2,9.233,0.0,14.433
TANG CHIA HUNG,TANG,Chia-Hung,m,TPE,2021-07-28,Olympic Games,final,"Tokyo, Japan",PB,18.0,4.8,9.0,0.0,13.8
TANG CHIA HUNG,TANG,Chia-Hung,m,TPE,2021-07-28,Olympic Games,final,"Tokyo, Japan",HB,2.0,6.0,8.766,0.0,14.766
HALL JAMES,HALL,James,m,GBR,2021-07-28,Olympic Games,final,"Tokyo, Japan",FX,6.0,5.9,8.566,0.0,14.466
HALL JAMES,HALL,James,m,GBR,2021-07-28,Olympic Games,final,"Tokyo, Japan",PH,14.0,5.9,7.533,0.0,13.433
HALL JAMES,HALL,James,m,GBR,2021-07-28,Olympic Games,final,"Tokyo, Japan",SR,8.0,5.3,8.666,0.0,13.966
HALL JAMES,HALL,James,m,GBR,2021-07-28,Olympic Games,final,"Tokyo, Japan",VT,13.0,5.2,9.1,0.0,14.3
HALL JAMES,HALL,James,m,GBR,2021-07-28,Olympic Games,final,"Tokyo, Japan",PB,13.0,5.9,8.533,0.0,14.433
HALL JAMES,HALL,James,m,GBR,2021-07-28,Olympic Games,final,"Tokyo, Japan",HB,10.0,6.0,8.0,0.0,14.0
FRASER JOE,FRASER,Joe,m,GBR,2021-07-28,Olympic Games,final,"Tokyo, Japan",FX,15.0,5.8,8.3,0.0,14.1
FRASER JOE,FRASER,Joe,m,GBR,2021-07-28,Olympic Games,final,"Tokyo, Japan",PH,16.0,6.0,7.3,0.0,13.3
FRASER JOE,FRASER,Joe,m,GBR,2021-07-28,Olympic Games,final,"Tokyo, Japan",SR,5.0,5.8,8.633,0.0,14.433
FRASER JOE,FRASER,Joe,m,GBR,2021-07-28,Olympic Games,final,"Tokyo, Japan",VT,23.0,5.2,8.233,-0.3,13.133
FRASER JOE,FRASER,Joe,m,GBR,2021-07-28,Olympic Games,final,"Tokyo, Japan",PB,5.0,6.6,8.533,0.0,15.133
FRASER JOE,FRASER,Joe,m,GBR,2021-07-28,Olympic Games,final,"Tokyo, Japan",HB,5.0,6.5,7.9,0.0,14.4
MALONE BRODY,MALONE,Brody,m,USA,2021-07-28,Olympic Games,final,"Tokyo, Japan",FX,10.0,6.0,8.3,0.0,14.3
MALONE BRODY,MALONE,Brody,m,USA,2021-07-28,Olympic Games,final,"Tokyo, Japan",PH,7.0,5.8,8.3,0.0,14.1
MALONE BRODY,MALONE,Brody,m,USA,2021-07-28,Olympic Games,final,"Tokyo, Japan",SR,10.0,5.6,8.233,0.0,13.833
MALONE BRODY,MALONE,Brody,m,USA,2021-07-28,Olympic Games,final,"Tokyo, Japan",VT,11.0,5.2,9.166,0.0,14.366
MALONE BRODY,MALONE,Brody,m,USA,2021-07-28,Olympic Games,final,"Tokyo, Japan",PB,21.0,5.9,7.566,0.0,13.466
MALONE BRODY,MALONE,Brody,m,USA,2021-07-28,Olympic Games,final,"Tokyo, Japan",HB,5.0,6.5,7.9,0.0,14.4
KOVTUN ILLIA,KOVTUN,Illia,m,UKR,2021-07-28,Olympic Games,final,"Tokyo, Japan",FX,14.0,5.9,8.233,0.0,14.133
KOVTUN ILLIA,KOVTUN,Illia,m,UKR,2021-07-28,Olympic Games,final,"Tokyo, Japan",PH,6.0,6.5,7.766,0.0,14.266
KOVTUN ILLIA,KOVTUN,Illia,m,UKR,2021-07-28,Olympic Games,final,"Tokyo, Japan",SR,21.0,5.1,8.033,0.0,13.133
KOVTUN ILLIA,KOVTUN,Illia,m,UKR,2021-07-28,Olympic Games,final,"Tokyo, Japan",VT,19.0,4.8,9.033,0.0,13.833
KOVTUN ILLIA,KOVTUN,Illia,m,UKR,2021-07-28,Olympic Games,final,"Tokyo, Japan",PB,10.0,6.6,8.066,0.0,14.666
KOVTUN ILLIA,KOVTUN,Illia,m,UKR,2021-07-28,Olympic Games,final,"Tokyo, Japan",HB,11.0,6.2,7.566,0.0,13.766
MIKULAK SAMUEL,MIKULAK,Samuel,m,USA,2021-07-28,Olympic Games,final,"Tokyo, Japan",FX,23.0,5.8,7.133,0.0,12.933
MIKULAK SAMUEL,MIKULAK,Samuel,m,USA,2021-07-28,Olympic Games,final,"Tokyo, Japan",PH,13.0,5.5,8.066,0.0,13.566
MIKULAK SAMUEL,MIKULAK,Samuel,m,USA,2021-07-28,Olympic Games,final,"Tokyo, Japan",SR,12.0,5.3,8.233,0.0,13.533
MIKULAK SAMUEL,MIKULAK,Samuel,m,USA,2021-07-28,Olympic Games,final,"Tokyo, Japan",VT,7.0,5.2,9.333,0.0,14.533
MIKULAK SAMUEL,MIKULAK,Samuel,m,USA,2021-07-28,Olympic Games,final,"Tokyo, Japan",PB,8.0,6.4,8.566,0.0,14.966
MIKULAK SAMUEL,MIKULAK,Samuel,m,USA,2021-07-28,Olympic Games,final,"Tokyo, Japan",HB,12.0,6.1,7.533,0.0,13.633
GISCHARD BENJAMIN,GISCHARD,Benjamin,m,SUI,2021-07-28,Olympic Games,final,"Tokyo, Japan",FX,10.0,6.0,8.3,0.0,14.3
GISCHARD BENJAMIN,GISCHARD,Benjamin,m,SUI,2021-07-28,Olympic Games,final,"Tokyo, Japan",PH,10.0,5.6,8.066,0.0,13.666
GISCHARD BENJAMIN,GISCHARD,Benjamin,m,SUI,2021-07-28,Olympic Games,final,"Tokyo, Japan",SR,16.0,5.3,8.133,0.0,13.433
GISCHARD BENJAMIN,GISCHARD,Benjamin,m,SUI,2021-07-28,Olympic Games,final,"Tokyo, Japan",VT,13.0,5.2,9.1,0.0,14.3
GISCHARD BENJAMIN,GISCHARD,Benjamin,m,SUI,2021-07-28,Olympic Games,final,"Tokyo, Japan",PB,19.0,5.2,8.5,0.0,13.7
GISCHARD BENJAMIN,GISCHARD,Benjamin,m,SUI,2021-07-28,Olympic Games,final,"Tokyo, Japan",HB,15.0,4.8,8.533,0.0,13.333
KARIMI MILAD,KARIMI,Milad,m,KAZ,2021-07-28,Olympic Games,final,"Tokyo, Japan",FX,1.0,6.4,8.633,0.0,15.033
KARIMI MILAD,KARIMI,Milad,m,KAZ,2021-07-28,Olympic Games,final,"Tokyo, Japan",PH,17.0,5.8,7.466,0.0,13.266
KARIMI MILAD,KARIMI,Milad,m,KAZ,2021-07-28,Olympic Games,final,"Tokyo, Japan",SR,22.0,4.8,8.066,0.0,12.866
KARIMI MILAD,KARIMI,Milad,m,KAZ,2021-07-28,Olympic Games,final,"Tokyo, Japan",VT,17.0,5.6,8.566,-0.1,14.066
KARIMI MILAD,KARIMI,Milad,m,KAZ,2021-07-28,Olympic Games,final,"Tokyo, Japan",PB,16.0,6.2,7.766,0.0,13.966
KARIMI MILAD,KARIMI,Milad,m,KAZ,2021-07-28,Olympic Games,final,"Tokyo, Japan",HB,16.0,6.0,7.333,0.0,13.333
ASIL ADEM,ASIL,Adem,m,TUR,2021-07-28,Olympic Games,final,"Tokyo, Japan",FX,12.0,6.2,8.1,0.0,14.3
ASIL ADEM,ASIL,Adem,m,TUR,2021-07-28,Olympic Games,final,"Tokyo, Japan",PH,18.0,5.5,7.666,0.0,13.166
ASIL ADEM,ASIL,Adem,m,TUR,2021-07-28,Olympic Games,final,"Tokyo, Japan",SR,11.0,6.2,7.5,0.0,13.7
ASIL ADEM,ASIL,Adem,m,TUR,2021-07-28,Olympic Games,final,"Tokyo, Japan",VT,1.0,6.0,9.133,0.0,15.133
ASIL ADEM,ASIL,Adem,m,TUR,2021-07-28,Olympic Games,final,"Tokyo, Japan",PB,23.0,5.8,6.8,0.0,12.6
ASIL ADEM,ASIL,Adem,m,TUR,2021-07-28,Olympic Games,final,"Tokyo, Japan",HB,13.0,6.2,7.4,0.0,13.6
YUSOF EDDY,YUSOF,Eddy,m,SUI,2021-07-28,Olympic Games,final,"Tokyo, Japan",FX,19.0,5.4,8.4,0.0,13.8
YUSOF EDDY,YUSOF,Eddy,m,SUI,2021-07-28,Olympic Games,final,"Tokyo, Japan",PH,9.0,5.6,8.266,0.0,13.866
YUSOF EDDY,YUSOF,Eddy,m,SUI,2021-07-28,Olympic Games,final,"Tokyo, Japan",SR,18.0,5.5,7.8,0.0,13.3
YUSOF EDDY,YUSOF,Eddy,m,SUI,2021-07-28,Olympic Games,final,"Tokyo, Japan",VT,24.0,5.6,7.733,-0.3,13.033
YUSOF EDDY,YUSOF,Eddy,m,SUI,2021-07-28,Olympic Games,final,"Tokyo, Japan",PB,11.0,5.9,8.633,0.0,14.533
YUSOF EDDY,YUSOF,Eddy,m,SUI,2021-07-28,Olympic Games,final,"Tokyo, Japan",HB,18.0,5.4,7.8,0.0,13.2
SOUZA CAIO,SOUZA,Caio,m,BRA,2021-07-28,Olympic Games,final,"Tokyo, Japan",FX,22.0,5.5,7.433,0.0,12.933
SOUZA CAIO,SOUZA,Caio,m,BRA,2021-07-28,Olympic Games,final,"Tokyo, Japan",PH,23.0,5.6,6.533,0.0,12.133
SOUZA CAIO,SOUZA,Caio,m,BRA,2021-07-28,Olympic Games,final,"Tokyo, Japan",SR,4.0,6.0,8.5,0.0,14.5
SOUZA CAIO,SOUZA,Caio,m,BRA,2021-07-28,Olympic Games,final,"Tokyo, Japan",VT,16.0,5.6,8.9,-0.3,14.2
SOUZA CAIO,SOUZA,Caio,m,BRA,2021-07-28,Olympic Games,final,"Tokyo, Japan",PB,12.0,6.1,8.4,0.0,14.5
SOUZA CAIO,SOUZA,Caio,m,BRA,2021-07-28,Olympic Games,final,"Tokyo, Japan",HB,17.0,5.9,7.366,0.0,13.266
DAUSER LUKAS,DAUSER,Lukas,m,GER,2021-07-28,Olympic Games,final,"Tokyo, Japan",FX,20.0,5.4,8.133,0.0,13.533
DAUSER LUKAS,DAUSER,Lukas,m,GER,2021-07-28,Olympic Games,final,"Tokyo, Japan",PH,12.0,5.3,8.266,0.0,13.566
DAUSER LUKAS,DAUSER,Lukas,m,GER,2021-07-28,Olympic Games,final,"Tokyo, Japan",SR,17.0,5.3,8.025,0.0,13.325
DAUSER LUKAS,DAUSER,Lukas,m,GER,2021-07-28,Olympic Games,final,"Tokyo, Japan",VT,22.0,4.8,8.633,0.0,13.433
DAUSER LUKAS,DAUSER,Lukas,m,GER,2021-07-28,Olympic Games,final,"Tokyo, Japan",PB,2.0,6.7,8.7,0.0,15.4
DAUSER LUKAS,DAUSER,Lukas,m,GER,2021-07-28,Olympic Games,final,"Tokyo, Japan",HB,23.0,5.1,6.933,0.0,12.033
PAKHNIUK PETRO,PAKHNIUK,Petro,m,UKR,2021-07-28,Olympic Games,final,"Tokyo, Japan",FX,18.0,5.5,8.4,0.0,13.9
PAKHNIUK PETRO,PAKHNIUK,Petro,m,UKR,2021-07-28,Olympic Games,final,"Tokyo, Japan",PH,11.0,5.9,7.733,0.0,13.633
PAKHNIUK PETRO,PAKHNIUK,Petro,m,UKR,2021-07-28,Olympic Games,final,"Tokyo, Japan",SR,20.0,4.9,8.3,0.0,13.2
PAKHNIUK PETRO,PAKHNIUK,Petro,m,UKR,2021-07-28,Olympic Games,final,"Tokyo, Japan",VT,15.0,5.2,9.133,-0.1,14.233
PAKHNIUK PETRO,PAKHNIUK,Petro,m,UKR,2021-07-28,Olympic Games,final,"Tokyo, Japan",PB,22.0,6.6,6.666,0.0,13.266
PAKHNIUK PETRO,PAKHNIUK,Petro,m,UKR,2021-07-28,Olympic Games,final,"Tokyo, Japan",HB,19.0,5.3,7.733,0.0,13.033
SOARES DIOGO,SOARES,Diogo,m,BRA,2021-07-28,Olympic Games,final,"Tokyo, Japan",FX,13.0,5.2,8.933,0.0,14.133
SOARES DIOGO,SOARES,Diogo,m,BRA,2021-07-28,Olympic Games,final,"Tokyo, Japan",PH,20.0,5.1,7.733,0.0,12.833
SOARES DIOGO,SOARES,Diogo,m,BRA,2021-07-28,Olympic Games,final,"Tokyo, Japan",SR,19.0,4.6,8.633,0.0,13.233
