LastName,FirstName,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score
FRASCA,Loris,m,FRA,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,56,4.900,8.200,0,13.100
LEE Chih,Kai,m,TPE,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,57,5.400,7.633,0,13.033
DIALLO,Thierno,m,ESP,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,58,4.900,8.100,0,13.000
SHIAO,Yu-Jan,m,TPE,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,59,4.300,8.533,0,12.833
KOVTUN,Illia,m,UKR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,60,4.600,8.233,0,12.833
GEORGIOU,Marios,m,CYP,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,61,5.000,7.766,0,12.766
ABDURAKHIMOV,Rasuljon,m,UZB,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,62,4.400,8.333,0,12.733
HUNG,Yuan-Hsi,m,TPE,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,63,4.700,7.933,0,12.633
KOUDINOV,Mikhail,m,NZL,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,64,4.600,8.000,0,12.600
JESSEN,David,m,CZE,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,65,4.100,8.466,0,12.566
MOHAMED,Omar,m,EGY,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,66,5.200,7.300,0,12.500
MIR,Nicolau,m,ESP,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,67,4.700,7.700,0,12.400
HUDDLESTON,David,m,BUL,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,68,4.600,7.600,0,12.200
ABAD,Nestor,m,ESP,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,69,5.400,6.566,0,11.966
EKE,Uche,m,NGR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,70,3.900,8.000,0,11.900
RUMBUTIS,David,m,SWE,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,71,4.700,6.500,0,11.200
LOO Phay,Xing,m,MAS,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,72,4.100,7.600,-4.0,7.700
SHIN,Jeahwan,m,KOR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT1,1,6.000,9.100,0,15.100
SHIN,Jeahwan,m,KOR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT2,1,5.600,9.033,0,14.633
DAVTYAN,Artur,m,ARM,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT1,2,5.600,9.133,0,14.733
DAVTYAN,Artur,m,ARM,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT2,2,5.600,9.400,0,15.000
NAGORNYY,Nikita,m,ROC,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT1,3,5.600,9.100,0,14.700
NAGORNYY,Nikita,m,ROC,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT2,3,5.600,9.266,0,14.866
ASIL,Adem,m,TUR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT1,4,6.000,9.100,0,15.100
ASIL,Adem,m,TUR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT2,4,5.600,8.833,0,14.433
ABLIAZIN,Denis,m,ROC,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT1,5,5.600,9.300,0,14.900
ABLIAZIN,Denis,m,ROC,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT2,5,5.600,8.966,0,14.566
YULO Carlos,Edriel,m,PHI,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT1,6,5.600,9.166,0,14.766
YULO Carlos,Edriel,m,PHI,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT2,6,5.600,9.058,0,14.658
SOUZA,Caio,m,BRA,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT1,7,5.600,9.000,0,14.600
SOUZA,Caio,m,BRA,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT2,7,5.600,9.200,0,14.800
ONDER,Ahmet,m,TUR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT1,8,5.200,9.133,0,14.333
ONDER,Ahmet,m,TUR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT2,8,5.600,9.000,0,14.600
YANG,Hakseon,m,KOR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT1,9,5.600,9.266,0,14.866
YANG,Hakseon,m,KOR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT2,9,6.000,7.966,-0.1,13.866
KIM,Hansol,m,KOR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT1,10,5.600,8.933,-0.3,14.233
KIM,Hansol,m,KOR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT2,10,5.200,9.233,0,14.433
LEE,Junho,m,KOR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT1,11,5.600,8.833,0,14.433
LEE,Junho,m,KOR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT2,11,5.200,9.033,0,14.233
SHEK Wai,Hung,m,HKG,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT1,12,6.000,9.016,-0.3,14.716
SHEK Wai,Hung,m,HKG,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT2,12,6.000,7.933,-0.1,13.833
MIR,Nicolau,m,ESP,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT1,13,5.600,8.566,-0.3,13.866
MIR,Nicolau,m,ESP,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT2,13,5.200,9.200,0,14.400
RADIVILOV,Igor,m,UKR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT1,14,5.600,9.016,0,14.616
RADIVILOV,Igor,m,UKR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT2,14,5.600,7.933,0,13.533
REGINI-MORAN,Giarnni,m,GBR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT1,15,5.600,9.000,0,14.600
REGINI-MORAN,Giarnni,m,GBR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT2,15,5.600,7.900,-0.1,13.400
DRAGULESCU,Marian,m,ROU,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT1,16,5.800,7.766,-0.1,13.466
DRAGULESCU,Marian,m,ROU,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT2,16,5.600,8.933,0,14.533
KARIMI,Milad,m,KAZ,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT1,17,5.600,8.833,0,14.433
KARIMI,Milad,m,KAZ,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT2,17,5.600,7.800,-0.1,13.300
TVOROGAL,Robert,m,LTU,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT1,18,4.800,9.133,0,13.933
TVOROGAL,Robert,m,LTU,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT2,18,5.200,8.200,0,13.400
LE Thanh,Tung,m,VIE,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT1,19,5.600,7.700,-0.2,13.100
LE Thanh,Tung,m,VIE,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT2,19,5.200,8.966,-0.3,13.866
FRASCA,Loris,m,FRA,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT1,20,5.200,8.600,-0.3,13.500
FRASCA,Loris,m,FRA,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT2,20,5.600,7.866,-0.1,13.366
RUMBUTIS,David,m,SWE,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT1,21,5.200,7.900,0,13.100
RUMBUTIS,David,m,SWE,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",VT2,21,5.000,7.633,-0.3,12.333
