Name,Country,Matches Participated,Average D_Score,D_Score Variance,Average E_Score,E_Score Variance,Average Penalty,Penalty Variance,Mean,Std,Apparatus_BB,Apparatus_FX,Apparatus_UE,Apparatus_VT
LAI PIN JU,TPE,20,3.87,0.1651000000000001,8.561399999999999,0.1114235400000001,0.11499999999999999,0.19127499999999997,12.3164,0.739159,0,0,0,1
LALONDE JENNA,CAN,3,4.6000000000000005,0.08666666666666671,7.344333333333334,0.28166422222222237,0.0,0.0,11.944333,0.504908,1,0,0,0
LALONDE JENNA,CAN,2,4.7,0.0,7.7665,0.07102224999999986,0.2,0.04000000000000001,12.2665,0.066508,0,1,0,0
LALONDE JENNA,CAN,4,4.9,0.014999999999999982,7.954,0.12065349999999986,0.0,0.0,12.854,0.458044,0,0,1,0
LALONDE JENNA,CAN,2,4.2,0.0,8.725,0.015625,0.0,0.0,12.925,0.125004,0,0,0,1
LAMADRID DAIRA GISELL,COL,3,4.3999999999999995,0.019999999999999976,6.8,0.35599266666666685,0.0,0.0,11.2,0.660298,1,0,0,0
LAMADRID DAIRA GISELL,COL,3,4.5,0.006666666666666619,6.955333333333333,0.13151622222222223,0.0,0.0,11.455333,0.442701,0,0,1,0
LAMB ISABELLE,GBR,2,3.8499999999999996,0.0025000000000000044,6.725,0.2756249999999999,0.0,0.0,10.575,0.575001,1,0,0,0
LAMB ISABELLE,GBR,2,4.05,0.0024999999999999823,7.275,0.015625,0.15,0.0225,11.175,0.225002,0,1,0,0
LAMB ISABELLE,GBR,2,2.75,0.0024999999999999823,7.625,0.015625,0.0,0.0,10.375,0.075007,0,0,1,0
LAROUI DJENNA,FRA,4,4.875,0.006875000000000017,7.12875,2.4329986875000005,0.05,0.0075000000000000015,11.95375,1.576686,0,1,0,0
LAROUI DJENNA,FRA,5,5.4,0.008000000000000014,7.4798,0.47436095999999955,0.06,0.014400000000000001,12.8198,0.867051,0,0,1,0
LAROUI DJENNA,FRA,4,3.8,0.0,8.69125,0.0007736874999999989,0.0,0.0,12.49125,0.027833,0,0,0,1
LASHCHEVSKA ANNA,UKR,8,5.612500000000001,0.026093750000000006,6.9955,0.8697882499999998,0.025,0.0018750000000000006,12.583,1.006228,1,0,0,0
LASHCHEVSKA ANNA,UKR,3,4.966666666666667,0.008888888888888826,6.744,0.10763466666666684,0.0,0.0,11.710667,0.332653,0,1,0,0
LASHCHEVSKA ANNA,UKR,7,5.542857142857144,0.016734693877551002,7.195,0.24877828571428576,0.0,0.0,12.737857,0.587318,0,0,1,0
LASHCHEVSKA ANNA,UKR,2,4.2,0.0,8.582999999999998,0.0024999999999999823,0.0,0.0,12.783,0.05001,0,0,0,1
LEE CASSANDRA PAIGE,CAN,4,4.95,0.5125,6.7915,0.37447225,0.0,0.0,11.7415,1.256731,1,0,0,0
LEE CASSANDRA PAIGE,CAN,4,4.925,0.006875000000000007,7.82475,0.01914868750000001,0.025,0.0018750000000000004,12.72475,0.256612,0,1,0,0
LEE DAYEONG,KOR,4,4.6499999999999995,0.007500000000000014,7.11625,0.6114361875000005,0.0,0.0,11.76625,0.82702,1,0,0,0
LEE DAYEONG,KOR,6,5.016666666666667,0.10138888888888886,7.105333333333333,0.4732235555555555,0.06666666666666667,0.012222222222222223,12.055333,0.919361,0,1,0,0
LEE DAYEONG,KOR,6,5.066666666666666,0.04222222222222218,7.333166666666666,0.28017413888888865,0.0,0.0,12.399833,0.620168,0,0,1,0
LEE DAYEONG,KOR,4,4.2,0.0,8.82475,0.02734868750000012,0.075,0.016874999999999998,12.94975,0.279172,0,0,0,1
LEE MAN HIN FRANKIE,HKG,12,4.033333333333333,0.8055555555555555,8.7165,0.2771519166666666,0.0,0.0,12.749833,1.185612,0,0,0,1
LEE MAN HIN FRANKIE,HKG,8,4.3,0.3274999999999999,7.006125,0.548300109375,0.05,0.010000000000000002,11.256125,1.258745,0,1,0,0
LEON MILCA,VEN,4,4.35,0.10250000000000002,5.9665,1.34071675,0.0,0.0,10.3165,1.36344,1,0,0,0
LEON MILCA,VEN,3,4.2,0.0,7.133333333333333,0.11055555555555548,0.06666666666666667,0.0022222222222222227,11.266667,0.317107,0,1,0,0
LEON MILCA,VEN,4,4.675,0.01687500000000008,7.3665,0.13516675000000017,0.0,0.0,12.0415,0.277431,0,0,1,0
LEON MILCA,VEN,3,3.6,0.0,8.616666666666665,0.020555555555555726,0.0,0.0,12.216667,0.143376,0,0,0,1
LEW MYLI,USA,2,4.95,0.0024999999999999823,7.7,0.20250000000000015,0.0,0.0,12.65,0.400001,1,0,0,0
LEW MYLI,USA,2,4.6,0.0,7.425,0.005625000000000027,0.05,0.0025000000000000005,11.975,0.125004,0,1,0,0
LEW MYLI,USA,3,5.666666666666667,0.04222222222222222,7.75,0.375,0.09999999999999999,0.02,13.316667,0.656168,0,0,1,0
LEW MYLI,USA,3,4.2,0.0,8.9,0.011666666666666643,0.0,0.0,13.1,0.108017,0,0,0,1
LEWIS LUCY,GBR,3,5.033333333333333,0.0022222222222222066,6.533333333333334,0.5738888888888888,0.0,0.0,11.566667,0.800348,0,0,1,0
LIAO YI CHUN,TPE,3,5.033333333333333,0.035555555555555465,7.366333333333333,0.11621488888888894,0.0,0.0,12.399667,0.400935,1,0,0,0
LIAO YI CHUN,TPE,3,5.033333333333334,0.015555555555555545,7.599666666666667,0.1355555555555554,0.0,0.0,12.633,0.432051,0,1,0,0
LIAO YI CHUN,TPE,2,4.9,0.0,6.883,0.0800890000000002,0.0,0.0,11.783,0.283002,0,0,1,0
LIAO YI CHUN,TPE,2,3.5,0.010000000000000018,8.7995,0.07102225000000033,0.0,0.0,12.2995,0.366501,0,0,0,1
LIM KAITLYN,SIN,5,4.659999999999999,0.010400000000000003,7.233200000000001,0.08832895999999998,0.0,0.0,11.8932,0.3742,1,0,0,0
LIM KAITLYN,SIN,4,4.1,0.0,7.2372499999999995,0.029748687500000013,0.0,0.0,11.33725,0.172481,0,1,0,0
LIM KAITLYN,SIN,3,2.2,0.0,8.010666666666667,0.2263902222222224,0.0,0.0,10.210667,0.475806,0,0,1,0
LIM KAITLYN,SIN,4,3.55,0.007500000000000014,8.683,0.038144500000000116,0.0,0.0,12.233,0.278111,0,0,0,1
LIM SUMIN,KOR,2,5.55,0.0024999999999999823,6.433,0.15999999999999992,0.0,0.0,11.983,0.450001,1,0,0,0
LIM SUMIN,KOR,3,5.0,0.0,7.922,0.009108666666666642,0.0,0.0,12.922,0.095445,0,1,0,0
LIM SUMIN,KOR,2,4.949999999999999,0.02249999999999997,5.699999999999999,0.3600000000000001,0.0,0.0,10.65,0.450001,0,0,1,0
LIM SUMIN,KOR,3,3.9333333333333336,0.14222222222222233,8.555333333333335,0.00172355555555555,0.03333333333333333,0.002222222222222223,12.455333,0.32227,0,0,0,1
LIMA DE LIMA ANDREZA HELOISA,BRA,2,5.15,0.02249999999999997,6.65,0.0334890000000001,0.0,0.0,11.8,0.333002,1,0,0,0
LIMA DE LIMA ANDREZA HELOISA,BRA,2,4.9,0.0,7.317,0.0024999999999999823,0.0,0.0,12.217,0.05001,0,0,1,0
LIMA DE LIMA ANDREZA HELOISA,BRA,2,4.2,0.0,8.2665,0.00442225000000006,0.2,0.009999999999999998,12.2665,0.166503,0,0,0,1
LIN YI CHEN,TPE,3,4.8999999999999995,0.08666666666666671,6.566333333333334,0.036348222222222164,0.0,0.0,11.466333,0.392449,1,0,0,0
LIN YI CHEN,TPE,4,4.325,0.02687499999999993,6.8915,0.3478722499999998,0.025,0.0018750000000000008,11.1915,0.622835,0,1,0,0
LIN YI CHEN,TPE,4,4.0,0.034999999999999976,6.9079999999999995,0.7587694999999995,0.0,0.0,10.908,1.044998,0,0,1,0
LIN YI CHEN,TPE,9,3.711111111111111,0.19654320987654328,8.514333333333333,0.011624444444444415,0.0,0.0,12.225444,0.407765,0,0,0,1
LINCOLN KALIYA,USA,6,5.400000000000001,0.006666666666666679,7.424833333333333,0.5314408055555556,0.06666666666666667,0.0022222222222222227,12.758167,0.79566,1,0,0,0
LINCOLN KALIYA,USA,6,5.933333333333334,0.08555555555555551,8.138833333333332,0.011173472222222244,0.06666666666666667,0.012222222222222223,14.0055,0.251367,0,1,0,0
LINCOLN KALIYA,USA,4,4.8,0.11999999999999995,9.1125,0.020468750000000036,0.0,0.0,13.9125,0.255871,0,0,0,1
LINCOLN KALIYA,USA,3,5.2,0.019999999999999976,7.016666666666667,0.6272222222222221,0.5,0.16666666666666666,11.716667,1.3117,0,0,1,0
LISTUNOVA VIKTORIA,RUS,2,6.300000000000001,0.010000000000000018,8.333,0.0010889999999999652,0.0,0.0,14.633,0.067007,0,0,1,0
LISTUNOVA VIKTORIA,RUS,4,4.6,0.15999999999999992,8.7745,0.019622250000000035,0.075,0.016874999999999998,13.2995,0.593905,0,0,0,1
LITTLE LAUREN,USA,2,4.95,0.0024999999999999823,7.325,0.005625000000000027,0.0,0.0,12.275,0.125004,1,0,0,0
LITTLE LAUREN,USA,2,5.45,0.0024999999999999823,7.875,0.005625000000000027,0.0,0.0,13.325,0.125004,0,0,1,0
LITTLE LAUREN,USA,2,4.2,0.0,8.625,0.0006250000000000178,0.0,0.0,12.825,0.02502,0,0,0,1
LLACER MAIA,ESP,2,4.95,0.20250000000000015,6.1,1.2100000000000002,0.0,0.0,11.05,1.55,0,0,1,0
LLACER SIRERA MAIA,ESP,4,4.574999999999999,0.02687500000000004,7.624750000000001,0.08355418750000004,0.025,0.0018750000000000008,12.17475,0.381025,0,1,0,0
LLACER SIRERA MAIA,ESP,6,5.316666666666666,0.03472222222222221,7.177500000000001,0.23629391666666663,0.0,0.0,12.494167,0.663024,0,0,1,0
LLACER SIRERA MAIA,ESP,3,4.533333333333333,0.0022222222222222066,6.666333333333334,0.8565482222222217,0.0,0.0,11.199667,0.884995,1,0,0,0
LLACER SIRERA MAIA,ESP,5,4.04,0.10240000000000007,8.732800000000001,0.016408959999999938,0.0,0.0,12.7728,0.414953,0,0,0,1
LOIKAS SARA SOFIA,FIN,2,4.6,0.0,7.099500000000001,0.004422250000000001,0.0,0.0,11.6995,0.066508,1,0,0,0
LOIKAS SARA SOFIA,FIN,2,3.9,0.0,6.5165,0.6138722500000001,0.0,0.0,10.4165,0.783501,0,1,0,0
LOIKAS SARA SOFIA,FIN,2,4.8,0.04000000000000007,5.2995,0.11122224999999994,0.0,0.0,10.0995,0.133504,0,0,1,0
LOIKAS SARA SOFIA,FIN,2,3.4,0.0,8.5495,0.00027225000000002063,0.0,0.0,11.9495,0.01653,0,0,0,1
LOPEZ KURSTEN ROGUE,PHI,2,4.3,0.0,7.016,0.0024999999999999823,0.0,0.0,11.316,0.05001,1,0,0,0
LOPEZ KURSTEN ROGUE,PHI,2,4.2,0.0,7.016,0.022500000000000107,0.15,0.0225,11.066,0.300002,0,1,0,0
LOPEZ KURSTEN ROGUE,PHI,2,2.75,0.0024999999999999823,6.7829999999999995,0.20249999999999974,0.0,0.0,9.533,0.500001,0,0,1,0
LOPUSZANSKA WIKTORIA,POL,2,4.1,0.0,7.475,0.10562499999999983,0.0,0.0,11.575,0.325002,0,0,1,0
LOPUSZANSKA WIKTORIA,POL,10,3.8200000000000003,0.04360000000000002,8.796499999999998,0.018787849999999964,0.03,0.0081,12.5865,0.334931,0,0,0,1
LOUON NOEMIE,BEL,2,4.8,0.0,8.082999999999998,0.0024999999999999823,0.0,0.0,12.883,0.05001,1,0,0,0
LOUSTALOT CASSANDRA,MEX,7,5.214285714285714,0.026938775510204176,7.283142857142856,0.358120693877551,0.014285714285714287,0.0012244897959183677,12.483143,0.651356,1,0,0,0
LOUSTALOT CASSANDRA,MEX,6,4.983333333333333,0.01138888888888886,7.572,0.5719049999999998,0.03333333333333333,0.0022222222222222227,12.522,0.733671,0,1,0,0
LOUSTALOT CASSANDRA,MEX,5,3.96,0.0064000000000000124,8.663,0.04973120000000011,0.0,0.0,12.623,0.236415,0,0,0,1
LOWE EVEYLYNN,USA,4,5.300000000000001,0.005000000000000009,7.0875,0.10171874999999991,0.0,0.0,12.3875,0.302853,1,0,0,0
LOWE EVEYLYNN,USA,4,5.375,0.00187500000000002,7.475,0.025624999999999995,0.05,0.0025000000000000005,12.8,0.190397,0,1,0,0
LOWE EVEYLYNN,USA,4,4.95,0.007500000000000014,7.6,0.35375000000000034,0.0,0.0,12.55,0.679155,0,0,1,0
LOWE EVEYLYNN,USA,4,4.5,0.029999999999999923,9.0625,0.014218749999999938,0.0,0.0,13.5625,0.276983,0,0,0,1
LUO HUAN,CHN,3,5.833333333333333,0.008888888888888906,8.066333333333334,0.0029482222222221833,0.0,0.0,13.899667,0.143814,1,0,0,0
LUO HUAN,CHN,2,5.0,0.0,7.766,0.009999999999999929,0.0,0.0,12.766,0.100005,0,1,0,0
LUO HUAN,CHN,3,6.066666666666666,0.0022222222222222066,7.644333333333333,0.21946422222222214,0.0,0.0,13.711,0.514435,0,0,1,0
LUO HUAN,CHN,2,4.2,0.0,8.8665,0.01782224999999993,0.0,0.0,13.0665,0.133504,0,0,0,1
LUO RUI,CHN,2,5.5,0.0,6.183,0.6674890000000003,0.1,0.0,11.583,0.817001,1,0,0,0
LUO RUI,CHN,3,6.3,0.020000000000000094,8.066666666666666,0.10888888888888885,0.0,0.0,14.366667,0.449692,0,0,1,0
MACIAS SIRA,ARG,2,4.5,0.0,7.4165,0.013572250000000063,0.0,0.0,11.9165,0.116504,0,1,0,0
MACIAS SIRA,ARG,4,4.95,0.0024999999999999823,7.204000000000001,0.5101034999999997,0.0,0.0,12.154,0.761908,0,0,1,0
MACIAS SIRA,ARG,3,4.2,0.0,8.444333333333333,0.1054495555555555,0.43333333333333335,0.3755555555555556,12.211,0.930642,0,0,0,1
MADER JASMIN,AUT,4,4.550000000000001,0.012499999999999978,6.837250000000001,0.43209868750000036,0.025,0.0018750000000000008,11.36225,0.589883,1,0,0,0
MADER JASMIN,AUT,3,4.7,0.0,7.994333333333333,0.03449755555555544,0.09999999999999999,0.02,12.594333,0.216253,0,1,0,0
MADER JASMIN,AUT,6,4.6000000000000005,0.020000000000000035,7.433166666666668,0.25114080555555557,0.0,0.0,12.033167,0.447893,0,0,1,0
MADER JASMIN,AUT,2,4.2,0.0,8.4165,0.033672249999999834,0.05,0.0025000000000000005,12.5665,0.233502,0,0,0,1
MADSØ JULIE,NOR,4,4.6,0.1100000000000002,7.649749999999999,0.05108618749999995,0.0,0.0,12.24975,0.284495,1,0,0,0
MADSØ JULIE,NOR,2,4.6,0.0,7.525,0.10562499999999983,0.2,0.04000000000000001,11.925,0.525001,0,1,0,0
MADSØ JULIE,NOR,2,4.449999999999999,0.02249999999999997,7.5415,0.008372249999999984,0.0,0.0,11.9915,0.058509,0,0,1,0
MAEKELAE SANI,FIN,3,4.3999999999999995,0.019999999999999976,6.544,0.11883466666666666,0.03333333333333333,0.0022222222222222227,10.910667,0.39681,1,0,0,0
MAEKELAE SANI,FIN,2,4.35,0.0625,7.633,0.0,0.0,0.0,11.983,0.250002,0,1,0,0
MAEKELAE SANI,FIN,3,4.8,0.08000000000000014,6.499666666666667,0.9071482222222224,0.0,0.0,11.299667,1.205688,0,0,1,0
MAEKELAE SANI,FIN,6,4.2,0.15999999999999992,8.543999999999999,0.061738333333333506,0.03333333333333333,0.002222222222222223,12.710667,0.415205,0,0,0,1
MAHMOUD JANA,EGY,2,4.2,0.04000000000000007,8.133,0.28408900000000037,0.15,0.0225,12.183,0.883001,0,0,0,1
MAHMOUD JANA,EGY,4,4.725,0.4218749999999998,6.40775,0.8018791874999995,0.0,0.0,11.13275,1.518245,0,0,1,0
MAHMOUD JANA,EGY,2,4.25,0.0024999999999999823,7.016500000000001,0.03367225,0.0,0.0,11.2665,0.233502,1,0,0,0
MAI LIU HSIANG HAN,TPE,2,5.300000000000001,0.010000000000000018,6.8495,0.08037225000000005,0.0,0.0,12.1495,0.383501,1,0,0,0
MAI LIU HSIANG HAN,TPE,2,4.75,0.0625,7.3665,0.010100249999999963,0.2,0.009999999999999998,11.9165,0.249502,0,1,0,0
MAI LIU HSIANG HAN,TPE,3,4.333333333333333,0.002222222222222246,7.844333333333334,0.13799022222222232,0.0,0.0,12.177667,0.415682,0,0,1,0
MAKAI LILLA,HUN,4,4.725,0.006875000000000007,7.175,0.27005850000000015,0.0,0.0,11.9,0.501582,1,0,0,0
MAKAI LILLA,HUN,6,4.633333333333333,0.6422222222222222,6.8996666666666675,0.8602518888888889,0.049999999999999996,0.012500000000000002,11.483,1.619835,0,0,1,0
MAKAI LILLA,HUN,2,4.45,0.0024999999999999823,7.05,0.0068890000000000305,0.0,0.0,11.5,0.033015,0,1,0,0
MAKOVICKOVA PATRICIE,CZE,2,4.5,0.04000000000000007,6.5,0.04000000000000007,0.2,0.009999999999999998,10.8,0.100005,0,1,0,0
MAKOVICKOVA PATRICIE,CZE,8,3.9,0.010000000000000018,8.728874999999999,0.02228860937499999,0.0125,0.0010937500000000003,12.491375,0.304465,0,0,0,1
MAKOVITS MIRTILL,HUN,5,4.54,0.006400000000000012,6.9764,0.4553654400000001,0.0,0.0,11.5164,0.609635,1,0,0,0
MAKOVITS MIRTILL,HUN,3,4.333333333333333,0.008888888888888904,7.266333333333333,0.148888888888889,0.03333333333333333,0.0022222222222222227,11.566333,0.524935,0,1,0,0
MAKOVITS MIRTILL,HUN,4,5.0,0.0,7.9079999999999995,0.03291400000000012,0.0,0.0,12.908,0.181425,0,0,1,0
MALABUYO EMMA,PHI,2,4.4,0.0,7.833,0.0044890000000000225,0.0,0.0,12.233,0.067007,1,0,0,0
MALABUYO EMMA,PHI,2,4.9,0.0,8.1995,0.00442225000000006,0.0,0.0,13.0995,0.066508,0,1,0,0
MALEWSKI EMMA LEONIE,GE1,8,5.3125,0.013593749999999986,7.664375,0.3294712343750002,0.0,0.0,12.976875,0.601192,1,0,0,0
MALEWSKI EMMA LEONIE,GE1,4,4.6,0.005000000000000009,7.75375,0.12833618750000003,0.025,0.0018750000000000008,12.32875,0.398434,0,1,0,0
MALEWSKI EMMA LEONIE,GE1,6,5.033333333333333,0.04888888888888888,7.7941666666666665,0.24276613888888865,0.0,0.0,12.8275,0.388559,0,0,1,0
MALEWSKI EMMA LEONIE,GE1,2,3.9000000000000004,0.09000000000000002,8.783000000000001,0.00028900000000001185,0.0,0.0,12.683,0.283002,0,0,0,1
MANECA VOINEA SABRINA,ROU,4,5.725,0.17687500000000017,6.9745,0.95631675,0.025,0.0018750000000000004,12.6745,1.40514,1,0,0,0
MANECA VOINEA SABRINA,ROU,6,5.8500000000000005,0.03583333333333333,7.744,0.0065679999999999975,0.0,0.0,13.594,0.160423,0,1,0,0
MANECA VOINEA SABRINA,ROU,2,5.0,0.0899999999999999,5.7829999999999995,0.02249999999999997,0.0,0.0,10.783,0.150003,0,0,1,0
MANECA VOINEA SABRINA,ROU,9,4.48888888888889,0.3298765432098766,8.58488888888889,0.10591009876543211,0.10000000000000002,0.01333333333333333,12.973778,0.880661,0,0,0,1
MANZANO ANCILLA LUCIA MARI,PHI,4,4.1000000000000005,0.09000000000000016,8.474499999999999,0.07351674999999988,0.1,0.015,12.4745,0.235197,0,0,0,1
MANZANO CHARLIE,PHI,2,2.7,1.2099999999999997,8.316500000000001,0.0069722499999999845,0.05,0.0025000000000000005,10.9665,1.0665,0,0,0,1
MARACHA JEA BRITTANY,WAL,6,4.6,0.036666666666666646,7.636,0.09591333333333331,0.0,0.0,12.236,0.498646,1,0,0,0
MARACHA JEA BRITTANY,WAL,4,4.35,0.02250000000000006,7.2,0.1725000000000001,0.075,0.016874999999999998,11.475,0.593191,0,1,0,0
MARACHA JEA BRITTANY,WAL,4,4.475,0.02687499999999993,7.3375,0.13296875,0.0,0.0,11.8125,0.496709,0,0,1,0
MARACHA JEA BRITTANY,WAL,4,4.05,0.06750000000000002,8.425,0.25687500000000013,0.025,0.0018750000000000008,12.45,0.514782,0,0,0,1
MARAGKOU KONSTANTINA,GRE,3,3.9,0.18666666666666665,5.688666666666666,0.29739755555555564,0.0,0.0,9.588667,0.739052,0,0,1,0
MARIHUAN ANTONIA,CHI,2,3.65,0.12250000000000007,5.2995,0.0011222500000000056,0.1,0.0,8.8495,0.383501,1,0,0,0
MARIHUAN ANTONIA,CHI,2,4.6,0.0,6.383,0.022500000000000107,0.0,0.0,10.983,0.150003,0,0,1,0
MARIKOVA LUCIE,CZE,2,4.25,0.0024999999999999823,6.833,0.010000000000000018,0.0,0.0,11.083,0.05001,0,0,1,0
MAROIS SOPHIE,CAN,3,5.1000000000000005,0.019999999999999976,5.5776666666666666,1.125197555555556,0.0,0.0,10.677667,1.104385,1,0,0,0
MAROIS SOPHIE,CAN,2,3.8,0.1600000000000001,8.575,0.0006249999999999735,0.0,0.0,12.375,0.375001,0,0,0,1
MARSHALL MADELEINE,GBR,5,4.32,0.009599999999999996,6.9596,0.11006584000000012,0.0,0.0,11.2796,0.379372,1,0,0,0
MARSHALL MADELEINE,GBR,5,4.34,0.06239999999999997,7.0164,0.46382224000000016,0.08,0.013599999999999998,11.2764,0.797205,0,1,0,0
MARSHALL MADELEINE,GBR,2,3.35,0.12250000000000007,7.3665,0.05452224999999992,0.0,0.0,10.7165,0.116504,0,0,1,0
MARSHALL MADELEINE,GBR,8,3.45,0.1075,8.53725,0.016223687500000063,0.0,0.0,11.98725,0.387298,0,0,0,1
MARTINEZ LEILA,ARG,4,4.925,0.03687500000000002,6.379,0.13037300000000013,0.0,0.0,11.304,0.298662,1,0,0,0
MARTINEZ LEILA,ARG,2,4.3,0.0,7.0165,0.6138722500000001,0.15,0.0225,11.1665,0.933501,0,1,0,0
MARTINEZ LEILA,ARG,3,3.8000000000000003,0.08000000000000002,8.555333333333332,0.03065688888888901,0.0,0.0,12.355333,0.273724,0,0,0,1
MASFERRER LAIA,ESP,2,4.949999999999999,0.12250000000000005,7.2995,0.02772225000000003,0.05,0.0025000000000000005,12.1995,0.466501,1,0,0,0
MASFERRER LAIA,ESP,5,4.040000000000001,0.038400000000000066,8.42,0.1939423999999999,0.02,0.0016,12.44,0.614348,0,0,0,1
MASFERRER LAIA,ESP,3,4.6,0.0,6.889,0.022508666666666666,0.0,0.0,11.489,0.150032,0,0,1,0
MASUI MISAKI,JPN,2,5.15,0.0625,7.666,0.0399999999999999,0.0,0.0,12.816,0.450001,1,0,0,0
MASUI MISAKI,JPN,2,5.3,0.0,7.3665,0.0011222500000000056,0.0,0.0,12.6665,0.033515,0,1,0,0
MASUI MISAKI,JPN,2,3.8000000000000003,0.3600000000000001,8.6665,0.00442225000000006,0.0,0.0,12.4665,0.666501,0,0,0,1
MATTHEWS NOLA RHIANNE,USA,10,5.21,0.03090000000000006,7.524999999999999,0.17412500000000009,0.0,0.0,12.735,0.389263,1,0,0,0
MATTHEWS NOLA RHIANNE,USA,11,5.081818181818183,0.023305785123966936,7.801545454545454,0.11486933884297512,0.0818181818181818,0.012396694214876032,12.801545,0.506339,0,1,0,0
MATTHEWS NOLA RHIANNE,USA,11,5.663636363636364,0.035041322314049654,8.07881818181818,0.15801396694214886,0.0,0.0,13.742455,0.462196,0,0,1,0
MATTHEWS NOLA RHIANNE,USA,10,4.200000000000001,7.888609052210118e-31,8.855,0.015225000000000022,0.0,0.0,13.055,0.123394,0,0,0,1
MATTIS CHINA,JAM,2,4.2,0.0,5.775,0.6806249999999996,0.0,0.0,9.975,0.825001,1,0,0,0
MATTIS CHINA,JAM,2,3.65,0.0625,6.1,0.02249999999999997,0.05,0.0025000000000000005,9.7,0.150003,0,1,0,0
MATTIS CHINA,JAM,2,3.6,0.0,8.25,0.002500000000000071,0.05,0.0025000000000000005,11.8,0.100005,0,0,0,1
MATTIS TYESHA TINEKAI,JAM,5,5.04,0.02240000000000004,6.049799999999999,0.2244689600000001,0.08,0.013599999999999998,11.0098,0.546712,1,0,0,0
MATTIS TYESHA TINEKAI,JAM,3,4.133333333333333,0.015555555555555545,6.822333333333333,0.018730888888888908,0.19999999999999998,0.02,10.755667,0.300885,0,1,0,0
MATTIS TYESHA TINEKAI,JAM,5,5.1,0.01599999999999996,7.076600000000001,0.6673702400000001,0.0,0.0,12.1766,0.876773,0,0,1,0
MATTIS TYESHA TINEKAI,JAM,3,4.2,0.0,8.672333333333334,0.00043088888888887113,0.0,0.0,12.872333,0.020782,0,0,0,1
MAYER GRETA,HUN,10,5.17,0.02010000000000005,7.391299999999999,0.08956341000000007,0.01,0.0009,12.5513,0.29029,1,0,0,0
MAYER GRETA,HUN,14,4.957142857142857,0.01387755102040812,7.481928571428571,0.752118780612245,0.049999999999999996,0.01107142857142857,12.389071,1.022245,0,1,0,0
MAYER GRETA,HUN,4,4.2,0.09500000000000007,6.883,0.323789,0.0,0.0,11.083,0.643187,0,0,1,0
MAYER GRETA,HUN,25,4.064,0.1111040000000001,8.905199999999999,0.02090279999999999,0.008,0.000736,12.9612,0.346528,0,0,0,1
MAYERS CAELIN,RSA,2,3.5,0.010000000000000018,7.933,0.15999999999999992,0.0,0.0,11.433,0.300002,0,0,0,1
MCCLAIN KONNOR,USA,3,6.2,0.020000000000000094,8.299999999999999,0.04666666666666669,0.0,0.0,14.5,0.294394,1,0,0,0
MCCLAIN KONNOR,USA,3,5.6000000000000005,0.0799999999999999,8.033333333333333,0.003888888888888871,0.0,0.0,13.633333,0.342379,0,1,0,0
MCCLAIN KONNOR,USA,3,5.599999999999999,0.0266666666666666,7.666666666666667,0.24055555555555563,0.0,0.0,13.266667,0.653623,0,0,1,0
MCCLAIN KONNOR,USA,3,5.0,0.0,9.283333333333333,0.017222222222222278,0.0,0.0,14.283333,0.131237,0,0,0,1
MCDONALD KATE,AUS,5,5.06,0.0023999999999999833,7.123,0.9305311999999999,0.0,0.0,12.183,0.957482,1,0,0,0
MCDONALD KATE,AUS,6,5.400000000000001,0.1433333333333334,7.783166666666666,0.4972241388888888,0.0,0.0,13.183167,1.066392,0,0,1,0
MEDINA LORENA,ESP,5,4.88,0.09360000000000007,7.373199999999999,0.01575735999999999,0.06,0.014400000000000001,12.1932,0.394602,0,1,0,0
MEDINA LORENA,ESP,6,4.033333333333333,0.058888888888888935,8.635833333333332,0.013703138888888992,0.0,0.0,12.669167,0.294625,0,0,0,1
MEDINA LORENA,ESP,3,4.966666666666667,0.0022222222222222066,6.844,0.33883466666666684,0.0,0.0,11.810667,0.626837,1,0,0,0
MEDINA COBOS LORENA,ESP,2,4.8,0.04000000000000007,6.85,0.7225000000000001,0.0,0.0,11.65,0.650001,1,0,0,0
MEDINA COBOS LORENA,ESP,2,4.75,0.0024999999999999823,7.4665,0.01782224999999993,0.0,0.0,12.2165,0.183503,0,1,0,0
MEDINA COBOS LORENA,ESP,2,5.2,0.0,7.233,0.017689000000000003,0.0,0.0,12.433,0.133004,0,0,1,0
MEDINA COBOS LORENA,ESP,4,4.050000000000001,0.06750000000000002,8.7415,0.0035667500000000425,0.0,0.0,12.7915,0.288994,0,0,0,1
MENDEZ ANA KARINA,PER,3,4.8,0.04666666666666669,5.255,0.5871086666666666,0.10000000000000002,1.925929944387236e-34,9.955,0.73365,1,0,0,0
MENDEZ ANA KARINA,PER,3,4.3999999999999995,0.006666666666666678,6.477333333333333,0.3885308888888892,0.13333333333333333,0.015555555555555553,10.744,0.656894,0,1,0,0
MENDEZ ANA KARINA,PER,3,4.533333333333334,0.05555555555555556,7.355333333333333,0.023856888888888855,0.0,0.0,11.888667,0.312822,0,0,1,0
MENDEZ ANA KARINA,PER,3,3.733333333333333,0.008888888888888865,8.411,0.004708666666666655,0.0,0.0,12.144333,0.154915,0,0,0,1
MERCER WINCHE PEDRO CAROLYNE,BRA,2,4.85,0.02249999999999997,7.5,0.001089000000000024,0.0,0.0,12.35,0.117004,1,0,0,0
